mitra_name,address,description,program,course_position
PT Uni Tokopo Teknologi,"Jl. Simprug Golf III No. 71, Grogol Selatan, Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Narration of Data Processing Results Monitoring Tools Analytics Business Analysis Financial Data Analysis Data Processing,Magang,Data Analyst Intern
PT Traveloka Indonesia,"Traveloka Campus (d/h Green Office Park 1) North Tower, Jl Grand Boulevard, BSD Green Office Park, Kel. Sampora, Kec. Cisauk,  Kab.Tangerang, Prov. Banten",Core Competency: Practical Innovation Core Competency: Drive for Result Core Competency: Communication & Collaboration Core Competency: Accountability Technical Competency: Programming Technical Competency: Google BigQuery Technical Competency: Effective Visualisation & Data Story-telling Technical Competency: BI/Visualisation Tool Technical Competency: BI/Visualisation Tool Technical Competency: Subversioning (Git),Magang,Data Analyst Intern
PT TELEKOMUNIKASI SELULAR,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Softskill ""AKHLAK & ACTION"" Data and Statistical Analytic Data Mining Data Interpretation Data Storytelling and Visualisation",Magang,Data Analytics Intern
PT TELEKOMUNIKASI SELULAR,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Data Mining Data and Statistical Analytic Softskill ""AKHLAK & ACTION"" Data Interpretation Data Storytelling and Visualisation",Magang,Data Analytics Intern
PT TELEKOMUNIKASI SELULAR,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Data and Statistical Analytic Data Mining Data Storytelling and Visualisation Data Interpretation Softskill ""AKHLAK & ACTION""",Magang,Data Analytics Intern
PT TELEKOMUNIKASI SELULAR,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Data Storytelling and Visualisation Data Interpretation Data and Statistical Analytic Softskill ""AKHLAK & ACTION"" Data Mining",Magang,Data Analytics Intern
PT TELEKOMUNIKASI SELULAR,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Data and Statistical Analytic Data Storytelling and Visualisation Softskill ""AKHLAK & ACTION"" Data Mining Data Interpretation",Magang,Data Analytics Intern
PT TELEKOMUNIKASI SELULAR,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Data and Statistical Analytic  Data Mining Data Interpretation Data Storytelling and Visualisation Softskill ""AKHLAK & ACTION""",Magang,Data Analytics Intern
PT TELEKOMUNIKASI SELULAR,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Data Mining Data Storytelling and Visualisation Data and Statistical Analytic Data Interpretation Softskill ""AKHLAK & ACTION""",Magang,Data Analytics Intern
PT TELEKOMUNIKASI SELULAR,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Data Mining Data Storytelling and Visualisation  Softskill ""AKHLAK & ACTION"" Data Interpretation Data and Statistical Analytic",Magang,Data Analytics Intern
PT Simplefi Teknologi Indonesia,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950",Analyzing data and documents Helping to update data regularly Helping organize documents Building data dashboards Making presentation decks,Magang,Data and Project Support
PT Simplefi Teknologi Indonesia,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950",Creating presentation decks Building dashboard data Helping to update data regularly Analyzing data and documents Helping to organize documents,Magang,Data and Project Support
PT Huawei Tech Investment,(Alamat Tidak Tersedia),HCIA Access iLearningX 1 HCIA Security Data Communication 1,Magang,Datacom Engineer
PT Investree Radhika Jaya Group,"AIA Central 21st Floor, Jalan Jendral Sudirman No.Kav. 48A, RT.5/RW.4, Karet Semanggi, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",Data gathering and combining data from multiple sources Maintain Data Pipeline,Magang,Data Engineer
PT Global Tiket Network,"Wisma Barito Pacific II Lantai. 8, Jalan Letnan Jenderal Siswondo Parman Kavling. 60, Desa/Kelurahan Slipi, Kec. Pal Merah, Kota Adm. Jakarta Barat, Provinsi DKI Jakarta, Jakarta Raya Indonesia ",Processing Pipeline Knowledge Big Data stack  Communication  Analytical Thinking  Teamwork & Collaboration,Magang,Data Engineer
PT Baracipta Esa Engineering,"Jl. Mijil No. 98 Karangjati, Ngemplak, Kel. Sinduadi, Kec. Mlati, Sleman, Prov. Daerah istimewa Yogyakarta 55284",Data processing Data extraction Data analysis Implementation of the ETL system Transformation and loading of data Data visualization Presentation of product results Innovation and creativity,Magang,Data Engineer
PT TELEKOMUNIKASI SELULAR,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Statistical Programming Data Integration Database Administration Softskill ""AKHLAK & ACTION"" Statistical/ Mathematical Modelling",Magang,Data Engineering Intern
PT TELEKOMUNIKASI SELULAR,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Database Administration Softskill ""AKHLAK & ACTION"" Statistical Programming Statistical/ Mathematical Modelling Data Integration",Magang,Data Engineering Intern
PT TELEKOMUNIKASI SELULAR,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Statistical/ Mathematical Modelling Statistical Programming Softskill ""AKHLAK & ACTION"" Database Administration Data Integration",Magang,Data Engineering Intern
PT TELEKOMUNIKASI SELULAR,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Statistical/ Mathematical Modelling Database Administration Statistical Programming Softskill ""AKHLAK & ACTION"" Data Integration",Magang,Data Engineering Intern
PT Traveloka Indonesia,"Traveloka Campus (d/h Green Office Park 1) North Tower, Jl Grand Boulevard, BSD Green Office Park, Kel. Sampora, Kec. Cisauk,  Kab.Tangerang, Prov. Banten","Core Competency: Drive for Result Core Competency: Communication & Collaboration Core Competency: Practical Innovation Core Competency: Accountability Technical Competency: Subversioning (Git) Technical Competency: Cloud Infra Technical Competency: Data Modelling Technical Competency: ELT, Data Preparation Technical Competency: Programming Technical Competency: Google BigQuery Technical Competency: Data Warehouse",Magang,Data Engineer Intern
PT TELEKOMUNIKASI SELULAR,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Database Administration Data Integration  Statistical/ Mathematical Modelling Softskill ""AKHLAK & ACTION"" Statistical Programming",Magang,Data Enginering Intern
PT Karya Dua Anyam,(Alamat Tidak Tersedia),"Preparation of SOPs and guidelines for all teams regarding data search and storage Socialization, Monitoring and Evaluation of the implementation of the data management system created Tidying up all data storage in the new data management system and creating a site map to facilitate access to all data Information Gathering, System , and Data Related to Current Data Management Practices From All Krealogy and Du Anyam Divisions Analysis of Primary & Secondary Research Results and Creation of a New and Optimal Data Management System at Du Anyam & Krealogy Perform quantitative data analysis as required",Magang,Data Management Intern
PT Simplefi Teknologi Indonesia,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950","Help explore, collect data needed by companies in making and making business decisions Assist in day-to-day development and optimization of data science models Help develop Machine Learning modeling in business.Helping interpret the data needed by companies in making and making business decisions at AwanTunai Helping analyze, process data needed by companies in making and making business decisions",Magang,Data Science and Applied Research
PT TELEKOMUNIKASI SELULAR,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Statistical/ Mathematical Modelling Statistical Programming  Data and Statistical Analytic Data Integration Softskill ""AKHLAK & ACTION""",Magang,Data Science Intern
PT TELEKOMUNIKASI SELULAR,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Statistical/ Mathematical Modelling Data Integration Data and Statistical Analytic Statistical Programming Softskill ""AKHLAK & ACTION""",Magang,Data Science Intern
PT TELEKOMUNIKASI SELULAR,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Data Integration Statistical/ Mathematical Modelling Statistical Programming Softskill ""AKHLAK & ACTION"" Data and Statistical Analytic",Magang,Data Science Intern
PT Central Artificial Intelligence,(Alamat Tidak Tersedia),Pemrograman Python Jr. Back End Developer Paradigma Pemrogaman Public Speaking Jr. Data Science QA Testing Team Work Project Management,Magang,Data Scientist
Yayasan Adipurna Inovasi Asia,(Alamat Tidak Tersedia),Soft Skills  Data Science Programming Data Visualization Project Management Data Handling Data Collection Technics Business Intelligence,Magang,Data Scientist
PT Investree Radhika Jaya Group,"AIA Central 21st Floor, Jalan Jendral Sudirman No.Kav. 48A, RT.5/RW.4, Karet Semanggi, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",Understanding Business Requirement Explore Data and Analysis Communication skill to stakeholders Building Model and hypertuning,Magang,Data Scientist
PT Telkom Indonesia (Persero) Tbk,"Jl Japati 1, Bandung",Data Analytics Data Visualization Data Engineering Data Processing & Data Modelling  Data Management,Magang,Data Scientist
PT Home Credit Indonesia,"Plaza Oleos Lantai 8 Jl. TB Simatupang No. 53A, Jakarta Selatan 12520 ",Project Management Skill Development Ability to adapt BI Tools Dynamic teamwork,Magang,Data Solution Engineer
PT XL Axiata Tbk,(Alamat Tidak Tersedia),Agility,Magang,Desain Digital Intern
PT Baracipta Esa Engineering,"Jl. Mijil No. 98 Karangjati, Ngemplak, Kel. Sinduadi, Kec. Mlati, Sleman, Prov. Daerah istimewa Yogyakarta 55284","Expertise in applying design principles and typography Skills in visualizing designs based on plans that have been made Making design plans based on design briefs provided through research and analysis Having initiative, innovation, creativity, communication, and teamwork Ability to use graphic design software and video editing Skills in video editing and motion graphics creation",Magang,Desainer Grafis dan Videografer 
PT Baracipta Esa Engineering,"Jl. Mijil No. 98 Karangjati, Ngemplak, Kel. Sinduadi, Kec. Mlati, Sleman, Prov. Daerah istimewa Yogyakarta 55284","Understanding of the field of construction, consultant management, and architectural and interior design planning flow Understanding of building systems, structures, construction, building materials and interior Soft skills: creativity, innovation, initiative, collaboration, communication Preparation of residential interior technical documents in the form of: DED, RAB, RKS Ability to use modeling and rendering applications for architectural and interior design Presentation and marketing of product results",Magang,Desainer Interior
PT Mitra Integrasi Informatika,"APL Tower Lantai 37, Jl. Letjen S. Parman Kav. 28, RT.12/RW.6, Tj. Duren Sel., Jakarta Barat, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",Social Media Plan Traffic and Funneling Desain grafis Basic Copywriting Advertised Copy Wrting  Campaign Planning and Budgeting,Magang,Desain Grafis
PT BISA ARTIFISIAL INDONESIA,JLN. IR H JUANDA NO. 84 BANDUNG,Project Management Jr.Mechanical Engineer Jr. Design Engineer Mechanical Engineering Drawing Team Work,Magang,Design Engineering dan Mechanical Engineering
